GetContentResponse,GetContentResponse,25567964,52226.6834149172
GetContentResponse,MakeResponse,79333,4477908.009567267
GetContentResponse,MoveResponse,3519,2843378.764990054
GetContentResponse,PutContentResponse,53431,2209809.590406319
GetContentResponse,Unlink,26307,1929499.874862204
MakeResponse,GetContentResponse,52435,92443.15819586154
MakeResponse,MakeResponse,14333933,3296.504667211714
MakeResponse,MoveResponse,177407,6995.375267041323
MakeResponse,PutContentResponse,3233891,6354.58522535237
MakeResponse,Unlink,884575,13349.75929570698
MoveResponse,GetContentResponse,3841,4845739.132257225
MoveResponse,MakeResponse,76446,616051.3044240379
MoveResponse,MoveResponse,265181,11324.8567167331
MoveResponse,PutContentResponse,134780,115213.5869713607
MoveResponse,Unlink,85666,65423.28398664581
PutContentResponse,GetContentResponse,62191,5942721.483269284
PutContentResponse,MakeResponse,3102357,311212.9774661653
PutContentResponse,MoveResponse,49430,481539.5987052397
PutContentResponse,PutContentResponse,9759139,55675.99915330645
PutContentResponse,Unlink,148441,851501.7062603998
Unlink,GetContentResponse,23060,2877271.622246314
Unlink,MakeResponse,906225,209841.8509873376
Unlink,MoveResponse,76099,39760.43710167019
Unlink,PutContentResponse,124637,212866.4134406316
Unlink,Unlink,7756904,3168.477482382146
