GetContentResponse,GetContentResponse,14624134,32171.66403890993
GetContentResponse,MakeResponse,4951,2241031.565946274
GetContentResponse,MoveResponse,438,2129253.849315069
GetContentResponse,PutContentResponse,1805,1526445.4066482
GetContentResponse,Unlink,6818,1039329.426664711
MakeResponse,GetContentResponse,4404,126075.8710263397
MakeResponse,MakeResponse,120063,29156.02520343486
MakeResponse,MoveResponse,2703,13823.8102108768
MakeResponse,PutContentResponse,8727,12010.11309728429
MakeResponse,Unlink,7247,47263.14778529046
MoveResponse,GetContentResponse,424,2948876.096698113
MoveResponse,MakeResponse,1415,630573.5088339222
MoveResponse,MoveResponse,21433,24400.51476694816
MoveResponse,PutContentResponse,1745,89830.80974212034
MoveResponse,Unlink,970,46079.81134020619
PutContentResponse,GetContentResponse,2150,2673690.732093023
PutContentResponse,MakeResponse,5022,2745173.417960972
PutContentResponse,MoveResponse,532,264828.6015037594
PutContentResponse,PutContentResponse,19378,500966.2295386521
PutContentResponse,Unlink,1711,1811696.098188194
Unlink,GetContentResponse,5903,1388590.60596307
Unlink,MakeResponse,6897,1215598.675221111
Unlink,MoveResponse,1231,88092.57432981316
Unlink,PutContentResponse,1223,246562.7358953393
Unlink,Unlink,1494252,2094.903770582204
